"구분별(1)",구분별(2),2025,2025,2025,2025,2025,2025
"구분별(1)",구분별(2),30분 미만 (%),30분-1시간 미만 (%),1시간-1시간 30분 미만 (%),1시간 30분-2시간 미만 (%),2시간 이상 (%),평균소요시간 (분)
"서울시",소계,42.2,44.0,12.6,1.1,0.1,32.66
"성별",남성,36.1,47.1,15.4,1.2,0.1,35.05
"성별",여성,49.9,40.1,9.0,0.9,0.0,29.64
"연령별",10대,83.2,12.7,3.0,0.7,0.3,20.84
"연령별",20대,31.2,47.0,18.8,2.9,0.1,38.12
"연령별",30대,31.6,53.1,14.4,0.8,0.0,35.40
"연령별",40대,34.2,50.4,14.2,1.0,0.1,35.14
"연령별",50대,38.9,47.1,13.2,0.7,0.0,33.31
"연령별",60세 이상,57.9,34.9,6.9,0.3,0.0,26.64
"학력별",중학교 이하,83.6,14.2,2.2,-,-,19.36
"학력별",고졸 이하,58.1,34.2,7.3,0.3,0.0,26.85
"학력별",대졸 이하,32.4,50.4,15.7,1.5,0.1,36.15
"학력별",대학원 이상,37.1,47.2,14.1,1.3,0.2,34.46
"소득별",200만원 미만,65.4,29.6,5.1,-,-,22.93
"소득별",200-400만원 미만,48.1,41.2,10.1,0.5,0.0,30.12
"소득별",400-600만원 미만,41.9,43.5,12.7,1.8,0.1,32.82
"소득별",600-800만원 미만,40.4,45.2,13.3,1.1,0.0,33.67
"소득별",800만원 이상,34.1,48.9,15.8,1.1,0.1,35.67
"혼인상태별",기혼,39.3,47.2,12.8,0.7,0.0,33.08
"혼인상태별",미혼,41.7,42.1,14.2,1.9,0.1,33.87
"혼인상태별",이혼/사별/기타,56.5,36.6,6.7,0.2,0.0,26.89
"지역대분류별",도심권,48.8,37.7,12.0,1.5,-,30.44
"지역대분류별",동북권,43.7,43.2,12.2,0.9,0.1,32.14
"지역대분류별",서북권,40.7,47.0,11.2,1.1,0.0,32.50
"지역대분류별",서남권,41.0,43.6,14.2,1.1,0.1,33.34
"지역대분류별",동남권,41.2,45.5,12.0,1.2,0.1,33.07
"지역소분류별",종로구,55.7,31.9,11.9,0.6,-,29.35
"지역소분류별",중구,44.8,38.8,10.8,5.7,-,32.30
"지역소분류별",용산구,46.0,41.0,12.6,0.5,-,30.39
"지역소분류별",성동구,46.4,45.3,7.3,0.8,0.1,29.58
"지역소분류별",광진구,56.1,35.7,7.5,0.7,-,28.06
"지역소분류별",동대문구,48.0,45.4,6.4,0.2,-,28.73
"지역소분류별",중랑구,31.6,51.6,15.7,1.1,-,36.96
"지역소분류별",성북구,37.0,44.6,17.0,1.0,0.4,34.70
"지역소분류별",강북구,40.3,40.3,16.3,2.9,0.2,35.65
"지역소분류별",도봉구,56.5,32.7,10.7,0.1,-,28.19
"지역소분류별",노원구,38.4,46.6,14.6,0.4,-,33.88
"지역소분류별",은평구,32.5,56.9,9.8,0.9,-,34.12
"지역소분류별",서대문구,46.4,38.0,14.0,1.5,0.1,31.24
"지역소분류별",마포구,46.2,42.2,10.7,1.0,-,31.52
"지역소분류별",양천구,30.4,52.5,15.5,1.7,-,36.46
"지역소분류별",강서구,43.4,40.5,15.4,0.5,0.2,32.72
"지역소분류별",구로구,34.4,47.0,16.5,2.0,0.2,35.27
"지역소분류별",금천구,32.9,35.2,31.7,0.2,-,38.23
"지역소분류별",영등포구,37.9,47.4,12.1,2.5,-,33.94
"지역소분류별",동작구,50.4,41.2,8.2,0.2,-,30.21
"지역소분류별",관악구,48.9,40.5,9.8,0.7,-,30.43
"지역소분류별",서초구,42.9,43.2,11.1,2.8,0.1,33.32
"지역소분류별",강남구,46.8,40.9,11.7,0.6,-,31.94
"지역소분류별",송파구,38.8,44.2,15.5,1.4,0.1,34.52
"지역소분류별",강동구,37.2,53.9,8.4,0.5,0.0,32.21
"직업분류",관리전문직,30.2,51.1,17.2,1.4,0.1,37.37
"직업분류",화이트칼라,36.2,49.8,13.3,0.7,0.0,34.06
"직업분류",블루칼라,49.5,40.9,9.1,0.5,0.0,29.35
"직업분류",기타,52.8,27.9,15.6,3.6,0.2,32.67
